Date,Price,Open,High,Low,Vol.,Change %
"Apr 07, 2019",0.57,0.58,0.58,0.56,5.04K,-1.51%
"Apr 06, 2019",0.58,0.56,0.59,0.56,7.40K,2.41%
"Apr 05, 2019",0.56,0.54,0.58,0.54,6.88K,5.26%
"Apr 04, 2019",0.54,0.56,0.58,0.52,15.65K,-3.70%
"Apr 03, 2019",0.56,0.58,0.6,0.56,9.70K,-4.33%
"Apr 02, 2019",0.58,0.56,0.59,0.51,9.28K,4.49%
"Apr 01, 2019",0.56,0.52,0.56,0.52,12.67K,9.39%
"Mar 31, 2019",0.51,0.49,0.54,0.49,13.48K,3.48%
"Mar 30, 2019",0.49,0.49,0.5,0.48,3.82K,0.00%
"Mar 29, 2019",0.49,0.49,0.5,0.49,4.84K,0.00%
"Mar 28, 2019",0.49,0.49,0.51,0.48,5.93K,1.31%
"Mar 27, 2019",0.49,0.46,0.5,0.45,2.61K,6.42%
"Mar 26, 2019",0.46,0.47,0.49,0.45,4.50K,-3.09%
"Mar 25, 2019",0.47,0.45,0.48,0.44,8.41K,3.92%
"Mar 24, 2019",0.45,0.46,0.47,0.45,1.49K,0.00%
"Mar 23, 2019",0.46,0.46,0.5,0.46,2.24K,-1.34%
"Mar 22, 2019",0.46,0.46,0.46,0.44,5.92K,0.00%
"Mar 21, 2019",0.46,0.48,0.48,0.44,3.42K,-3.80%
"Mar 20, 2019",0.48,0.49,0.5,0.47,1.60K,0.00%
"Mar 19, 2019",0.49,0.47,0.49,0.47,0.70K,2.32%
"Mar 18, 2019",0.47,0.48,0.48,0.46,2.15K,-1.08%
"Mar 17, 2019",0.48,0.47,0.5,0.47,3.49K,0.00%
"Mar 16, 2019",0.47,0.48,0.49,0.47,2.57K,-1.51%
"Mar 15, 2019",0.48,0.49,0.51,0.48,1.01K,-1.09%
"Mar 14, 2019",0.49,0.48,0.49,0.47,6.92K,0.00%
"Mar 13, 2019",0.48,0.53,0.53,0.47,3.18K,-8.07%
"Mar 12, 2019",0.53,0.46,0.53,0.45,14.33K,14.46%
"Mar 11, 2019",0.46,0.5,0.51,0.46,13.10K,-8.65%
"Mar 10, 2019",0.5,0.47,0.54,0.47,14.40K,7.37%
"Mar 09, 2019",0.47,0.47,0.48,0.45,8.83K,0.00%
"Mar 08, 2019",0.47,0.47,0.5,0.46,15.81K,0.00%
"Mar 07, 2019",0.47,0.43,0.47,0.42,2.92K,7.49%
"Mar 06, 2019",0.43,0.42,0.44,0.42,1.73K,3.88%
"Mar 05, 2019",0.42,0.42,0.43,0.4,4.12K,0.00%
"Mar 04, 2019",0.42,0.43,0.43,0.4,1.31K,-2.28%
"Mar 03, 2019",0.43,0.42,0.43,0.42,1.00K,1.77%
"Mar 02, 2019",0.42,0.43,0.43,0.42,2.77K,-2.17%
"Mar 01, 2019",0.43,0.43,0.44,0.42,3.25K,0.00%
"Feb 28, 2019",0.43,0.42,0.44,0.42,2.03K,0.00%
"Feb 27, 2019",0.42,0.44,0.44,0.42,0.81K,-3.48%
"Feb 26, 2019",0.44,0.47,0.47,0.43,4.00K,-5.53%
"Feb 25, 2019",0.47,0.4,0.47,0.4,4.80K,14.84%
"Feb 24, 2019",0.4,0.46,0.46,0.4,10.66K,-11.88%
"Feb 23, 2019",0.46,0.45,0.46,0.45,3.14K,3.07%
"Feb 22, 2019",0.45,0.45,0.45,0.44,3.28K,0.00%
"Feb 21, 2019",0.45,0.46,0.48,0.44,21.79K,-2.84%
"Feb 20, 2019",0.46,0.47,0.47,0.45,7.17K,-1.37%
"Feb 19, 2019",0.47,0.47,0.47,0.47,2.99K,0.00%
"Feb 18, 2019",0.47,0.45,0.48,0.45,7.59K,4.58%
"Feb 17, 2019",0.45,0.44,0.47,0.42,5.40K,2.86%
"Feb 16, 2019",0.44,0.44,0.44,0.43,7.23K,0.00%
"Feb 15, 2019",0.44,0.43,0.44,0.42,8.37K,2.43%
"Feb 14, 2019",0.43,0.44,0.45,0.43,5.13K,-2.46%
"Feb 13, 2019",0.44,0.43,0.44,0.42,11.19K,1.44%
"Feb 12, 2019",0.43,0.43,0.43,0.42,1.46K,0.00%
"Feb 11, 2019",0.43,0.45,0.45,0.42,14.24K,-4.75%
"Feb 10, 2019",0.45,0.47,0.48,0.45,7.78K,-3.56%
"Feb 09, 2019",0.47,0.45,0.49,0.43,24.68K,4.90%
"Feb 08, 2019",0.45,0.4,0.45,0.4,11.60K,10.51%
"Feb 07, 2019",0.4,0.4,0.42,0.39,5.26K,0.00%
"Feb 06, 2019",0.4,0.42,0.42,0.39,6.39K,-4.27%
"Feb 05, 2019",0.42,0.39,0.43,0.39,6.40K,6.20%
"Feb 04, 2019",0.39,0.39,0.4,0.38,6.64K,2.36%
"Feb 03, 2019",0.39,0.41,0.41,0.39,7.15K,-5.37%
"Feb 02, 2019",0.41,0.41,0.43,0.4,10.13K,0.00%
"Feb 01, 2019",0.41,0.4,0.42,0.38,21.78K,2.31%
"Jan 31, 2019",0.4,0.41,0.42,0.39,13.73K,-3.91%
"Jan 30, 2019",0.41,0.45,0.47,0.41,17.79K,-8.38%
"Jan 29, 2019",0.45,0.4,0.46,0.4,65.93K,11.91%
"Jan 28, 2019",0.4,0.43,0.43,0.36,27.09K,-6.05%
"Jan 27, 2019",0.43,0.47,0.54,0.43,9.86K,-9.01%
"Jan 26, 2019",0.47,0.48,0.48,0.47,3.09K,-2.09%
"Jan 25, 2019",0.48,0.5,0.51,0.47,25.25K,-2.94%
"Jan 24, 2019",0.5,0.5,0.5,0.48,32.03K,0.00%
"Jan 23, 2019",0.5,0.53,0.54,0.5,28.31K,-6.20%
"Jan 22, 2019",0.53,0.5,0.55,0.5,23.12K,6.78%
"Jan 21, 2019",0.5,0.47,0.52,0.47,16.26K,5.46%
"Jan 20, 2019",0.47,0.48,0.48,0.46,22.39K,-1.48%
"Jan 19, 2019",0.48,0.49,0.49,0.47,24.38K,-2.12%
"Jan 18, 2019",0.49,0.47,0.5,0.46,18.70K,3.80%
"Jan 17, 2019",0.47,0.49,0.52,0.46,60.88K,-3.33%
"Jan 16, 2019",0.49,0.51,0.57,0.47,78.65K,-3.35%
"Jan 15, 2019",0.51,0.47,0.58,0.46,152.08K,8.99%
"Jan 14, 2019",0.47,0.44,0.49,0.41,41.46K,4.49%
"Jan 13, 2019",0.44,0.41,0.44,0.37,7.95K,9.88%
"Jan 12, 2019",0.41,0.43,0.46,0.39,25.40K,-6.53%
"Jan 11, 2019",0.43,0.35,0.44,0.35,19.21K,23.03%
"Jan 10, 2019",0.35,0.4,0.4,0.34,26.40K,-11.26%
"Jan 09, 2019",0.4,0.41,0.43,0.39,7.92K,-4.22%
"Jan 08, 2019",0.41,0.37,0.41,0.36,9.05K,12.61%
"Jan 07, 2019",0.37,0.39,0.39,0.37,2.22K,-5.23%
"Jan 06, 2019",0.39,0.37,0.4,0.35,3.31K,5.72%
"Jan 05, 2019",0.37,0.42,0.42,0.37,1.00K,-12.36%
"Jan 04, 2019",0.42,0.36,0.46,0.34,12.52K,16.38%
"Jan 03, 2019",0.36,0.32,0.37,0.3,14.97K,13.85%
"Jan 02, 2019",0.32,0.32,0.32,0.32,-,0.00%
"Jan 01, 2019",0.32,0.32,0.32,0.32,-,0.00%
"Dec 31, 2018",0.32,0.29,0.32,0.29,0.57K,9.26%
"Dec 30, 2018",0.29,0.29,0.29,0.29,-,0.00%
"Dec 29, 2018",0.29,0.29,0.31,0.29,5.14K,0.00%
"Dec 28, 2018",0.29,0.27,0.31,0.26,1.77K,5.97%
"Dec 27, 2018",0.27,0.29,0.29,0.27,0.69K,-7.83%
"Dec 26, 2018",0.29,0.3,0.32,0.28,3.88K,-3.05%
"Dec 25, 2018",0.3,0.31,0.31,0.27,4.27K,0.00%
"Dec 24, 2018",0.31,0.3,0.33,0.3,17.52K,1.70%
"Dec 23, 2018",0.3,0.28,0.32,0.28,14.40K,6.84%
"Dec 22, 2018",0.28,0.29,0.31,0.28,12.29K,-4.36%
"Dec 21, 2018",0.29,0.33,0.33,0.29,16.67K,-9.91%
"Dec 20, 2018",0.33,0.29,0.34,0.29,58.05K,13.04%
"Dec 19, 2018",0.29,0.26,0.31,0.25,93.66K,10.88%
"Dec 18, 2018",0.26,0.22,0.26,0.22,34.17K,15.56%
"Dec 17, 2018",0.22,0.21,0.23,0.21,87.08K,9.12%
"Dec 16, 2018",0.21,0.19,0.37,0.19,56.12K,7.06%
"Dec 15, 2018",0.19,0.2,0.2,0.19,0.20K,-5.63%
"Dec 14, 2018",0.2,0.2,0.2,0.2,-,0.00%
"Dec 13, 2018",0.2,0.22,0.22,0.2,8.86K,-5.86%
"Dec 12, 2018",0.22,0.28,0.28,0.21,12.80K,-22.52%
"Dec 11, 2018",0.28,0.24,0.31,0.21,12.75K,17.56%
"Dec 10, 2018",0.24,0.24,0.24,0.24,-,0.00%
"Dec 09, 2018",0.24,0.24,0.24,0.22,2.56K,0.00%
"Dec 08, 2018",0.24,0.21,0.24,0.21,1.49K,15.93%
"Dec 07, 2018",0.21,0.22,0.22,0.2,3.97K,-6.89%
"Dec 06, 2018",0.22,0.27,0.27,0.22,3.25K,-17.20%
"Dec 05, 2018",0.27,0.29,0.29,0.27,1.07K,-8.05%
"Dec 04, 2018",0.29,0.29,0.3,0.28,9.04K,0.00%
"Dec 03, 2018",0.29,0.32,0.32,0.28,2.74K,-9.43%
"Dec 02, 2018",0.32,0.33,0.39,0.29,19.80K,-3.18%
"Dec 01, 2018",0.33,0.32,0.34,0.32,3.13K,2.70%
"Nov 30, 2018",0.32,0.34,0.38,0.32,31.73K,-4.96%
"Nov 29, 2018",0.34,0.34,0.36,0.32,5.10K,0.00%
"Nov 28, 2018",0.34,0.3,0.34,0.29,17.43K,11.64%
"Nov 27, 2018",0.3,0.29,0.31,0.27,32.67K,4.74%
"Nov 26, 2018",0.29,0.26,0.29,0.25,3.24K,8.38%
"Nov 25, 2018",0.26,0.28,0.28,0.24,10.79K,-6.99%
"Nov 24, 2018",0.28,0.35,0.38,0.28,3.90K,-18.10%
"Nov 23, 2018",0.35,0.37,0.37,0.35,0.73K,-5.44%
"Nov 22, 2018",0.37,0.34,0.37,0.34,2.73K,8.18%
"Nov 21, 2018",0.34,0.38,0.38,0.34,4.13K,-10.98%
"Nov 20, 2018",0.38,0.39,0.4,0.32,9.56K,-2.88%
"Nov 19, 2018",0.39,0.46,0.53,0.39,5.55K,-13.74%
"Nov 18, 2018",0.46,0.49,0.56,0.46,6.36K,-6.16%
"Nov 17, 2018",0.49,0.51,0.51,0.48,3.98K,-5.67%
"Nov 16, 2018",0.51,0.55,0.55,0.51,2.09K,-6.52%
"Nov 15, 2018",0.55,0.54,0.56,0.48,32.13K,2.55%
"Nov 14, 2018",0.54,0.58,0.63,0.51,38.43K,-8.22%
"Nov 13, 2018",0.58,0.57,0.63,0.54,36.94K,1.92%
"Nov 12, 2018",0.57,0.51,0.57,0.5,11.16K,11.76%
"Nov 11, 2018",0.51,0.51,0.52,0.5,2.78K,0.00%
"Nov 10, 2018",0.51,0.5,0.53,0.5,15.52K,2.62%
"Nov 09, 2018",0.5,0.5,0.5,0.49,2.09K,0.00%
"Nov 08, 2018",0.5,0.49,0.54,0.49,13.39K,2.69%
"Nov 07, 2018",0.49,0.51,0.51,0.48,2.33K,-3.65%
"Nov 06, 2018",0.51,0.48,0.51,0.41,11.40K,5.53%
"Nov 05, 2018",0.48,0.51,0.51,0.48,7.20K,-6.09%
"Nov 04, 2018",0.51,0.54,0.56,0.48,10.25K,-4.04%
"Nov 03, 2018",0.54,0.51,0.55,0.44,8.88K,5.50%
"Nov 02, 2018",0.51,0.52,0.53,0.51,14.63K,-2.50%
"Nov 01, 2018",0.52,0.51,0.6,0.4,98.38K,1.48%
"Oct 31, 2018",0.51,0.46,0.52,0.45,17.54K,10.68%
"Oct 30, 2018",0.46,0.41,0.47,0.41,10.75K,12.07%
"Oct 29, 2018",0.41,0.44,0.47,0.4,10.97K,-5.77%
"Oct 28, 2018",0.44,0.45,0.47,0.44,2.82K,-2.27%
"Oct 27, 2018",0.45,0.42,0.45,0.42,1.67K,7.03%
"Oct 26, 2018",0.42,0.44,0.46,0.42,1.41K,-4.22%
"Oct 25, 2018",0.44,0.42,0.44,0.42,0.55K,4.69%
"Oct 24, 2018",0.42,0.44,0.44,0.42,0.91K,-5.75%
"Oct 23, 2018",0.44,0.39,0.49,0.39,38.37K,15.09%
"Oct 22, 2018",0.39,0.38,0.39,0.36,7.27K,0.00%
"Oct 21, 2018",0.38,0.38,0.38,0.37,2.25K,2.48%
"Oct 20, 2018",0.38,0.36,0.38,0.36,11.40K,3.64%
"Oct 19, 2018",0.36,0.39,0.39,0.33,9.65K,-6.28%
"Oct 18, 2018",0.39,0.38,0.4,0.37,13.48K,0.00%
"Oct 17, 2018",0.38,0.36,0.4,0.36,19.73K,5.31%
"Oct 16, 2018",0.36,0.35,0.37,0.34,2.15K,4.36%
"Oct 15, 2018",0.35,0.32,0.36,0.32,2.01K,8.91%
"Oct 14, 2018",0.32,0.33,0.33,0.32,1.99K,-1.63%
"Oct 13, 2018",0.33,0.32,0.33,0.31,4.22K,3.04%
"Oct 12, 2018",0.32,0.29,0.32,0.29,2.42K,7.13%
"Oct 11, 2018",0.29,0.36,0.36,0.29,3.28K,-18.66%
"Oct 10, 2018",0.36,0.35,0.36,0.34,4.45K,4.68%
"Oct 09, 2018",0.35,0.34,0.35,0.33,0.67K,2.61%
"Oct 08, 2018",0.34,0.33,0.35,0.33,1.03K,0.00%
"Oct 07, 2018",0.33,0.34,0.36,0.31,8.18K,0.00%
"Oct 06, 2018",0.34,0.35,0.38,0.33,22.17K,-3.06%
"Oct 05, 2018",0.35,0.32,0.37,0.32,8.08K,9.57%
"Oct 04, 2018",0.32,0.31,0.32,0.31,0.23K,1.79%
"Oct 03, 2018",0.31,0.32,0.34,0.31,0.48K,-1.91%
"Oct 02, 2018",0.32,0.33,0.34,0.32,1.26K,-2.62%
"Oct 01, 2018",0.33,0.32,0.34,0.32,0.70K,2.69%
"Sep 30, 2018",0.32,0.35,0.35,0.32,0.60K,-7.53%
"Sep 29, 2018",0.35,0.34,0.35,0.32,2.21K,2.16%
"Sep 28, 2018",0.34,0.35,0.35,0.32,4.23K,-3.26%
"Sep 27, 2018",0.35,0.34,0.35,0.33,6.30K,2.22%
"Sep 26, 2018",0.34,0.35,0.37,0.31,85.62K,-2.01%
"Sep 25, 2018",0.35,0.35,0.35,0.32,3.93K,0.00%
"Sep 24, 2018",0.35,0.35,0.35,0.33,2.59K,0.00%
"Sep 23, 2018",0.35,0.33,0.36,0.32,5.47K,4.92%
"Sep 22, 2018",0.33,0.36,0.36,0.31,72.68K,-7.54%
"Sep 21, 2018",0.36,0.41,0.41,0.34,21.42K,-13.37%
"Sep 20, 2018",0.41,0.33,0.42,0.33,64.04K,25.83%
"Sep 19, 2018",0.33,0.28,0.34,0.28,19.04K,17.52%
"Sep 18, 2018",0.28,0.28,0.29,0.28,4.34K,0.00%
"Sep 17, 2018",0.28,0.32,0.32,0.26,3.37K,-11.79%
"Sep 16, 2018",0.32,0.32,0.32,0.32,1.65K,22.15%
"Sep 15, 2018",0.26,0.26,0.26,0.26,-,0.00%
"Sep 14, 2018",0.26,0.26,0.29,0.26,0.79K,0.00%
"Sep 13, 2018",0.26,0.2,0.29,0.2,0.72K,30.21%
"Sep 12, 2018",0.2,0.26,0.26,0.2,2.75K,-23.64%
"Sep 11, 2018",0.26,0.25,0.26,0.25,5.79K,6.28%
"Sep 10, 2018",0.25,0.25,0.25,0.24,1.64K,0.00%
"Sep 09, 2018",0.25,0.24,0.25,0.24,7.07K,5.06%
"Sep 08, 2018",0.24,0.26,0.26,0.23,7.23K,-6.70%
"Sep 07, 2018",0.26,0.26,0.29,0.22,10.37K,-2.49%
"Sep 06, 2018",0.26,0.29,0.3,0.26,7.30K,-8.02%
"Sep 05, 2018",0.29,0.3,0.3,0.26,11.65K,-4.25%
"Sep 04, 2018",0.3,0.31,0.31,0.28,13.30K,0.00%
"Sep 03, 2018",0.31,0.3,0.32,0.3,17.99K,0.00%
"Sep 02, 2018",0.3,0.33,0.35,0.3,7.68K,-7.34%
"Sep 01, 2018",0.33,0.32,0.33,0.32,7.89K,1.69%
"Aug 31, 2018",0.32,0.3,0.32,0.3,3.94K,6.14%
"Aug 30, 2018",0.3,0.31,0.31,0.28,6.07K,-2.27%
"Aug 29, 2018",0.31,0.34,0.34,0.3,3.84K,-8.70%
"Aug 28, 2018",0.34,0.33,0.34,0.3,43.54K,2.96%
"Aug 27, 2018",0.33,0.33,0.34,0.31,11.47K,0.00%
"Aug 26, 2018",0.33,0.32,0.33,0.31,37.91K,4.48%
"Aug 25, 2018",0.32,0.32,0.33,0.31,13.13K,0.00%
"Aug 24, 2018",0.32,0.31,0.33,0.3,20.05K,0.00%
"Aug 23, 2018",0.31,0.31,0.33,0.3,27.37K,1.76%
"Aug 22, 2018",0.31,0.31,0.35,0.3,18.57K,0.00%
"Aug 21, 2018",0.31,0.29,0.34,0.28,18.36K,4.16%
"Aug 20, 2018",0.29,0.3,0.3,0.28,8.74K,0.00%
"Aug 19, 2018",0.3,0.27,0.3,0.27,17.40K,10.06%
"Aug 18, 2018",0.27,0.29,0.3,0.27,29.52K,-6.01%
"Aug 17, 2018",0.29,0.27,0.29,0.26,19.61K,5.34%
"Aug 16, 2018",0.27,0.26,0.28,0.26,3.67K,5.08%
"Aug 15, 2018",0.26,0.27,0.28,0.25,29.14K,-3.70%
"Aug 14, 2018",0.27,0.27,0.27,0.22,30.01K,0.00%
"Aug 13, 2018",0.27,0.28,0.29,0.26,16.28K,-4.21%
"Aug 12, 2018",0.28,0.27,0.29,0.26,9.66K,2.05%
"Aug 11, 2018",0.27,0.27,0.29,0.23,40.63K,0.00%
"Aug 10, 2018",0.27,0.28,0.31,0.27,24.21K,0.00%
"Aug 09, 2018",0.28,0.23,0.3,0.23,48.74K,20.72%
"Aug 08, 2018",0.23,0.24,0.24,0.2,4.87K,-2.76%
"Aug 07, 2018",0.24,0.24,0.25,0.23,8.06K,-2.41%
"Aug 06, 2018",0.24,0.25,0.29,0.24,7.18K,-4.93%
"Aug 05, 2018",0.25,0.25,0.29,0.24,11.09K,2.38%
"Aug 04, 2018",0.25,0.28,0.3,0.25,28.22K,-12.54%
"Aug 03, 2018",0.28,0.31,0.31,0.27,32.11K,-8.38%
"Aug 02, 2018",0.31,0.28,0.4,0.28,34.45K,10.63%
"Aug 01, 2018",0.28,0.29,0.31,0.27,13.96K,-2.03%
"Jul 31, 2018",0.29,0.33,0.33,0.28,14.58K,-13.02%
"Jul 30, 2018",0.33,0.33,0.44,0.28,50.36K,-1.53%
"Jul 29, 2018",0.33,0.28,0.35,0.27,95.53K,19.18%
"Jul 28, 2018",0.28,0.27,0.29,0.25,19.40K,4.88%
"Jul 27, 2018",0.27,0.26,0.28,0.25,45.17K,3.70%
"Jul 26, 2018",0.26,0.25,0.28,0.24,57.84K,4.09%
"Jul 25, 2018",0.25,0.2,0.27,0.2,72.32K,21.16%
"Jul 24, 2018",0.2,0.21,0.21,0.19,5.60K,-2.63%
"Jul 23, 2018",0.21,0.21,0.21,0.2,15.16K,0.00%
"Jul 22, 2018",0.21,0.21,0.21,0.2,17.93K,-2.56%
"Jul 21, 2018",0.21,0.21,0.21,0.19,7.19K,0.00%
"Jul 20, 2018",0.21,0.23,0.23,0.21,2.63K,-9.17%
"Jul 19, 2018",0.23,0.24,0.24,0.23,5.67K,-2.54%
"Jul 18, 2018",0.24,0.25,0.25,0.23,4.43K,-4.90%
"Jul 17, 2018",0.25,0.22,0.3,0.21,19.37K,15.53%
"Jul 16, 2018",0.22,0.2,0.24,0.19,21.16K,9.88%
"Jul 15, 2018",0.2,0.19,0.2,0.19,21.94K,0.00%
"Jul 14, 2018",0.19,0.2,0.2,0.19,35.89K,0.00%
"Jul 13, 2018",0.2,0.2,0.25,0.19,12.46K,0.00%
"Jul 12, 2018",0.2,0.21,0.21,0.18,3.56K,-3.06%
"Jul 11, 2018",0.21,0.21,0.21,0.2,3.70K,0.00%
"Jul 10, 2018",0.21,0.23,0.26,0.2,3.84K,-9.29%
"Jul 09, 2018",0.23,0.25,0.26,0.23,24.50K,-5.22%
"Jul 08, 2018",0.25,0.25,0.25,0.24,8.33K,0.00%
"Jul 07, 2018",0.25,0.23,0.27,0.23,29.89K,9.55%
"Jul 06, 2018",0.23,0.22,0.23,0.21,9.27K,6.09%
"Jul 05, 2018",0.22,0.24,0.24,0.22,13.14K,-9.47%
"Jul 04, 2018",0.24,0.24,0.24,0.23,33.27K,0.00%
"Jul 03, 2018",0.24,0.25,0.26,0.24,31.45K,-7.50%
"Jul 02, 2018",0.25,0.22,0.26,0.22,13.08K,5.73%
"Jul 01, 2018",0.24,0.22,0.26,0.21,6.84K,8.80%
"Jun 30, 2018",0.22,0.18,0.22,0.18,42.78K,34.49%
"Jun 29, 2018",0.16,0.16,0.16,0.16,31.08K,-5.29%
"Jun 28, 2018",0.17,0.17,0.18,0.17,30.31K,0.00%
"Jun 27, 2018",0.17,0.17,0.18,0.17,5.36K,0.00%
"Jun 26, 2018",0.17,0.18,0.18,0.16,19.99K,0.00%
"Jun 25, 2018",0.18,0.18,0.18,0.18,8.75K,0.00%
"Jun 24, 2018",0.18,0.19,0.19,0.17,13.26K,-8.62%
"Jun 23, 2018",0.19,0.19,0.19,0.18,17.47K,6.21%
"Jun 22, 2018",0.18,0.22,0.22,0.18,31.95K,-16.67%
"Jun 21, 2018",0.22,0.23,0.23,0.21,17.85K,-2.26%
"Jun 20, 2018",0.23,0.22,0.26,0.21,45.95K,2.41%
"Jun 19, 2018",0.22,0.21,0.22,0.21,23.87K,2.85%
"Jun 18, 2018",0.21,0.21,0.21,0.2,59.70K,0.00%
"Jun 17, 2018",0.21,0.22,0.22,0.21,8.37K,-4.86%
"Jun 16, 2018",0.22,0.23,0.23,0.21,9.47K,-3.73%
"Jun 15, 2018",0.23,0.24,0.24,0.23,12.20K,-4.43%
"Jun 14, 2018",0.24,0.21,0.24,0.21,18.71K,12.28%
"Jun 13, 2018",0.21,0.23,0.23,0.2,32.53K,-5.12%
"Jun 12, 2018",0.23,0.26,0.28,0.22,43.82K,-12.18%
"Jun 11, 2018",0.26,0.24,0.26,0.23,28.92K,8.27%
"Jun 10, 2018",0.24,0.3,0.3,0.24,65.89K,-20.23%
"Jun 09, 2018",0.3,0.3,0.31,0.3,20.99K,0.00%
"Jun 08, 2018",0.3,0.3,0.32,0.3,42.11K,-3.78%
"Jun 07, 2018",0.31,0.33,0.33,0.31,43.29K,-5.23%
"Jun 06, 2018",0.33,0.34,0.36,0.32,35.63K,-5.43%
"Jun 05, 2018",0.35,0.33,0.37,0.31,12.00K,5.65%
"Jun 04, 2018",0.33,0.37,0.37,0.33,22.25K,-9.66%
"Jun 03, 2018",0.36,0.36,0.38,0.36,23.96K,0.00%
"Jun 02, 2018",0.36,0.35,0.38,0.34,11.81K,1.98%
"Jun 01, 2018",0.35,0.35,0.37,0.34,13.59K,3.07%
"May 31, 2018",0.34,0.34,0.39,0.32,12.30K,0.00%
"May 30, 2018",0.34,0.35,0.36,0.33,10.89K,-1.99%
"May 29, 2018",0.35,0.32,0.37,0.3,15.88K,9.09%
"May 28, 2018",0.32,0.34,0.34,0.32,8.73K,-7.02%
"May 27, 2018",0.34,0.37,0.37,0.34,4.22K,-8.36%
"May 26, 2018",0.37,0.34,0.39,0.34,13.08K,8.36%
"May 25, 2018",0.34,0.36,0.37,0.33,12.95K,-4.99%
"May 24, 2018",0.36,0.35,0.41,0.32,7.55K,11.95%
"May 23, 2018",0.32,0.37,0.38,0.32,23.81K,-13.33%
"May 22, 2018",0.37,0.43,0.43,0.37,42.43K,-12.22%
"May 21, 2018",0.43,0.46,0.47,0.42,30.33K,-6.99%
"May 20, 2018",0.46,0.46,0.47,0.45,20.80K,0.00%
"May 19, 2018",0.46,0.46,0.53,0.44,16.91K,0.00%
"May 18, 2018",0.46,0.44,0.46,0.43,20.38K,3.26%
"May 17, 2018",0.44,0.48,0.48,0.44,12.84K,-7.62%
"May 16, 2018",0.48,0.51,0.51,0.47,26.08K,0.00%
"May 15, 2018",0.47,0.5,0.55,0.47,20.79K,-8.83%
"May 14, 2018",0.52,0.5,0.52,0.45,23.67K,3.50%
"May 13, 2018",0.5,0.47,0.5,0.45,13.75K,7.28%
"May 12, 2018",0.47,0.48,0.5,0.44,18.00K,-1.97%
"May 11, 2018",0.48,0.54,0.55,0.4,54.39K,-12.00%
"May 10, 2018",0.54,0.55,0.58,0.54,46.04K,-1.63%
"May 09, 2018",0.55,0.54,0.55,0.52,4.96K,2.45%
"May 08, 2018",0.54,0.6,0.6,0.5,31.06K,1.05%
"May 07, 2018",0.53,0.53,0.57,0.5,25.64K,0.00%
"May 06, 2018",0.53,0.56,0.58,0.5,32.79K,-5.65%
"May 05, 2018",0.56,0.57,0.62,0.56,24.23K,-2.11%
"May 04, 2018",0.57,0.56,0.59,0.54,52.76K,1.67%
"May 03, 2018",0.56,0.57,0.58,0.54,76.11K,-0.98%
"May 02, 2018",0.57,0.56,0.58,0.54,89.88K,1.50%
"May 01, 2018",0.56,0.53,0.57,0.49,47.93K,5.79%
"Apr 30, 2018",0.53,0.53,0.6,0.49,81.51K,0.00%
"Apr 29, 2018",0.53,0.48,0.53,0.47,69.52K,9.42%
"Apr 28, 2018",0.48,0.48,0.49,0.45,41.26K,0.00%
"Apr 27, 2018",0.48,0.47,0.49,0.45,22.20K,2.50%
"Apr 26, 2018",0.47,0.46,0.52,0.41,106.87K,2.75%
"Apr 25, 2018",0.46,0.54,0.54,0.43,35.51K,-15.58%
"Apr 24, 2018",0.54,0.49,0.54,0.49,30.18K,11.69%
"Apr 23, 2018",0.49,0.49,0.51,0.48,20.02K,-1.58%
"Apr 22, 2018",0.49,0.49,0.51,0.46,23.38K,1.48%
"Apr 21, 2018",0.49,0.49,0.5,0.44,31.63K,0.00%
"Apr 20, 2018",0.49,0.5,0.52,0.37,48.56K,-2.00%
"Apr 19, 2018",0.5,0.44,0.5,0.44,17.09K,13.10%
"Apr 18, 2018",0.44,0.42,0.44,0.42,12.43K,5.29%
"Apr 17, 2018",0.42,0.4,0.44,0.4,24.94K,5.74%
"Apr 16, 2018",0.4,0.42,0.42,0.4,12.00K,-3.80%
"Apr 15, 2018",0.41,0.4,0.42,0.39,15.29K,3.07%
"Apr 14, 2018",0.4,0.38,0.42,0.37,14.09K,4.46%
"Apr 13, 2018",0.38,0.4,0.42,0.36,36.76K,-5.24%
"Apr 12, 2018",0.4,0.36,0.4,0.32,33.97K,11.86%
"Apr 11, 2018",0.36,0.36,0.38,0.35,25.14K,0.00%
"Apr 10, 2018",0.36,0.31,0.36,0.3,18.96K,17.24%
"Apr 09, 2018",0.31,0.32,0.35,0.3,13.48K,-5.09%
"Apr 08, 2018",0.32,0.29,0.34,0.29,13.20K,11.41%
"Apr 07, 2018",0.29,0.27,0.3,0.27,14.81K,6.48%
"Apr 06, 2018",0.27,0.29,0.29,0.27,25.47K,-5.79%
"Apr 05, 2018",0.29,0.28,0.3,0.28,19.82K,3.19%
"Apr 04, 2018",0.28,0.29,0.29,0.28,13.73K,-3.76%
"Apr 03, 2018",0.29,0.28,0.29,0.28,15.74K,5.14%
"Apr 02, 2018",0.28,0.28,0.3,0.25,10.15K,0.00%
"Apr 01, 2018",0.28,0.29,0.3,0.26,12.97K,-5.71%
"Mar 31, 2018",0.29,0.28,0.31,0.27,4.50K,5.98%
"Mar 30, 2018",0.28,0.29,0.31,0.28,16.14K,-3.34%
"Mar 29, 2018",0.29,0.35,0.36,0.29,17.22K,-18.99%
